locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBHNIBC_02484	tRNA	75				tRNA-Gly(gcc)
JDBHNIBC_02485	CDS	522	proX		COG3760	Prolyl-tRNA editing protein ProX
JDBHNIBC_02486	CDS	990	cnoX		COG3118	Chaperedoxin
JDBHNIBC_02487	CDS	705	lon2	3.4.21.53	COG0466	Lon protease 2
JDBHNIBC_02488	CDS	195				hypothetical protein
JDBHNIBC_02489	CDS	195				hypothetical protein
JDBHNIBC_02490	CDS	1113	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
JDBHNIBC_02491	CDS	1053	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
JDBHNIBC_02492	CDS	1899	nanT_1			Sialic acid transporter NanT
JDBHNIBC_02493	CDS	1035	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
JDBHNIBC_02494	CDS	456	ohrR			Organic hydroperoxide resistance transcriptional regulator
JDBHNIBC_02495	CDS	423	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
JDBHNIBC_02496	CDS	423				hypothetical protein
JDBHNIBC_02497	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
JDBHNIBC_02498	CDS	996	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
JDBHNIBC_02499	CDS	207				hypothetical protein
JDBHNIBC_02500	CDS	354				hypothetical protein
JDBHNIBC_02501	CDS	2049	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
JDBHNIBC_02502	CDS	1398			COG2239	Magnesium transporter MgtE
JDBHNIBC_02503	CDS	1827	typA		COG1217	GTP-binding protein TypA/BipA
JDBHNIBC_02504	CDS	588	yigZ		COG1739	IMPACT family member YigZ
JDBHNIBC_02505	CDS	111				hypothetical protein
JDBHNIBC_02506	CDS	1023	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 1
JDBHNIBC_02507	CDS	1065	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
JDBHNIBC_02508	CDS	456	eryI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
JDBHNIBC_02509	CDS	771	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
JDBHNIBC_02510	CDS	765	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
JDBHNIBC_02511	CDS	951	eryD		COG2390	Erythritol catabolism regulatory protein EryD
JDBHNIBC_02512	CDS	933	eryC	5.1.3.38		D-erythrulose 1-phosphate 3-epimerase
JDBHNIBC_02513	CDS	1509	eryB_2	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
JDBHNIBC_02514	CDS	1554	eryA	2.7.1.215		Erythritol kinase
JDBHNIBC_02515	CDS	657				hypothetical protein
JDBHNIBC_02516	CDS	1545	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JDBHNIBC_02517	CDS	1041	rbsC_6		COG1172	Ribose import permease protein RbsC
JDBHNIBC_02518	CDS	828	rbsB_2		COG1879	Ribose import binding protein RbsB
JDBHNIBC_02519	CDS	1026	ulaR			HTH-type transcriptional regulator UlaR
JDBHNIBC_02520	CDS	1440	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
JDBHNIBC_02521	CDS	1335	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
JDBHNIBC_02522	CDS	420	arnF			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
JDBHNIBC_02523	CDS	1011	strE_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JDBHNIBC_02524	CDS	1455	pigE	2.6.1.-		Aminotransferase PigE
JDBHNIBC_02525	CDS	1581				hypothetical protein
JDBHNIBC_02526	CDS	447				hypothetical protein
JDBHNIBC_02527	CDS	267			COG3039	IS5 family transposase IS711
JDBHNIBC_02528	CDS	1896				hypothetical protein
JDBHNIBC_02529	CDS	930				hypothetical protein
JDBHNIBC_02530	CDS	741				hypothetical protein
JDBHNIBC_02531	CDS	567				hypothetical protein
JDBHNIBC_02532	CDS	2352				hypothetical protein
JDBHNIBC_02533	CDS	1224				hypothetical protein
JDBHNIBC_02534	CDS	1527		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
JDBHNIBC_02535	CDS	633				hypothetical protein
JDBHNIBC_02536	CDS	141				hypothetical protein
JDBHNIBC_02537	CDS	273				hypothetical protein
JDBHNIBC_02538	CDS	198				hypothetical protein
JDBHNIBC_02539	CDS	330				hypothetical protein
JDBHNIBC_02540	CDS	723	socB			DNA replication inhibitor toxin SocB
JDBHNIBC_02541	CDS	552	socA			Antitoxin SocA
JDBHNIBC_02542	tRNA	76				tRNA-Thr(cgt)
JDBHNIBC_02543	CDS	969				hypothetical protein
JDBHNIBC_02544	CDS	162				hypothetical protein
JDBHNIBC_02545	CDS	1023				hypothetical protein
JDBHNIBC_02546	CDS	2556	rhlB	3.6.4.13		ATP-dependent RNA helicase RhlB
JDBHNIBC_02547	CDS	717				hypothetical protein
JDBHNIBC_02548	CDS	825				hypothetical protein
JDBHNIBC_02549	CDS	951				hypothetical protein
JDBHNIBC_02550	CDS	2850				hypothetical protein
JDBHNIBC_02551	CDS	456				hypothetical protein
JDBHNIBC_02552	CDS	360				hypothetical protein
JDBHNIBC_02553	CDS	414	crcB_3			Putative fluoride ion transporter CrcB
JDBHNIBC_02554	CDS	402	crcB_4			Putative fluoride ion transporter CrcB
JDBHNIBC_02555	CDS	987	mdtA_3			Multidrug resistance protein MdtA
JDBHNIBC_02556	CDS	3078	mdtC			Multidrug resistance protein MdtC
JDBHNIBC_02557	CDS	1206	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
JDBHNIBC_02558	CDS	774	rspR_2		COG1802	HTH-type transcriptional repressor RspR
JDBHNIBC_02559	CDS	1125	uxaC_1	5.3.1.12	COG1904	Uronate isomerase
JDBHNIBC_02560	CDS	279	uxaC_2	5.3.1.12	COG1904	Uronate isomerase
JDBHNIBC_02561	CDS	1494	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
JDBHNIBC_02562	CDS	1182				hypothetical protein
JDBHNIBC_02563	CDS	1017	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
JDBHNIBC_02564	CDS	723	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
JDBHNIBC_02565	CDS	843				hypothetical protein
JDBHNIBC_02566	CDS	228				hypothetical protein
JDBHNIBC_02567	CDS	1302	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
JDBHNIBC_02568	CDS	399	nikR		COG0864	Nickel-responsive regulator
JDBHNIBC_02569	CDS	1581	nikA		COG0747	Nickel-binding periplasmic protein
JDBHNIBC_02570	CDS	654	nikB		COG0601	Nickel transport system permease protein NikB
JDBHNIBC_02571	CDS	873	nikC		COG1173	Nickel transport system permease protein NikC
JDBHNIBC_02572	CDS	789	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
JDBHNIBC_02573	CDS	801	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
JDBHNIBC_02574	CDS	1161	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JDBHNIBC_02575	CDS	720	oxyR_1			Hydrogen peroxide-inducible genes activator
JDBHNIBC_02576	CDS	1794	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JDBHNIBC_02577	CDS	1209	fadA_2	2.3.1.-	COG0183	Putative acyltransferase
JDBHNIBC_02578	CDS	2217	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
JDBHNIBC_02579	CDS	657	lexA_2	3.4.21.88		LexA repressor
JDBHNIBC_02580	CDS	960				hypothetical protein
JDBHNIBC_02581	CDS	1656	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
JDBHNIBC_02582	CDS	411				hypothetical protein
JDBHNIBC_02583	CDS	630	can	4.2.1.1	COG0288	Carbonic anhydrase 2
JDBHNIBC_02584	CDS	345				hypothetical protein
JDBHNIBC_02585	CDS	1614	appA_2			Oligopeptide-binding protein AppA
JDBHNIBC_02586	CDS	999	dppB_3		COG0601	Dipeptide transport system permease protein DppB
JDBHNIBC_02587	CDS	831	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
JDBHNIBC_02588	CDS	756	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
JDBHNIBC_02589	CDS	753	oppF_5		COG4608	Oligopeptide transport ATP-binding protein OppF
JDBHNIBC_02590	CDS	816	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
JDBHNIBC_02591	CDS	900	folD		COG0190	Bifunctional protein FolD protein
JDBHNIBC_02592	CDS	1824	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
JDBHNIBC_02593	CDS	699	pgl	3.1.1.31		6-phosphogluconolactonase
JDBHNIBC_02594	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
JDBHNIBC_02595	CDS	750	tsaC1_2	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
JDBHNIBC_02596	CDS	1272	sbnD			Staphyloferrin B transporter
JDBHNIBC_02597	CDS	300				hypothetical protein
JDBHNIBC_02598	CDS	741				hypothetical protein
JDBHNIBC_02599	CDS	459	lrp_5		COG1522	Leucine-responsive regulatory protein
JDBHNIBC_02600	CDS	801				hypothetical protein
JDBHNIBC_02601	CDS	438				hypothetical protein
JDBHNIBC_02602	CDS	1287	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
JDBHNIBC_02603	CDS	363				hypothetical protein
JDBHNIBC_02604	CDS	1431	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
JDBHNIBC_02605	CDS	303				hypothetical protein
JDBHNIBC_02606	CDS	969	hdfR_3			HTH-type transcriptional regulator HdfR
JDBHNIBC_02607	CDS	1536	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JDBHNIBC_02608	CDS	1374	egtA	6.3.2.2		Glutamate--cysteine ligase EgtA
JDBHNIBC_02609	CDS	858	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JDBHNIBC_02610	CDS	438	slyA_2			Transcriptional regulator SlyA
JDBHNIBC_02611	CDS	2097	aaeB			p-hydroxybenzoic acid efflux pump subunit AaeB
JDBHNIBC_02612	CDS	210				hypothetical protein
JDBHNIBC_02613	CDS	858	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
JDBHNIBC_02614	CDS	1035				hypothetical protein
JDBHNIBC_02615	CDS	1044			COG0609	putative ABC transporter permease protein
JDBHNIBC_02616	CDS	795	fecE_2		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
JDBHNIBC_02617	CDS	1470				hypothetical protein
JDBHNIBC_02618	CDS	372	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JDBHNIBC_02619	CDS	1113				hypothetical protein
JDBHNIBC_02620	CDS	1236	cycB		COG2182	Cyclodextrin-binding protein
JDBHNIBC_02621	CDS	774	ucpA	1.-.-.-		Oxidoreductase UcpA
JDBHNIBC_02622	CDS	1053	msmX_3	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
JDBHNIBC_02623	CDS	882	hexR		COG1737	HTH-type transcriptional regulator HexR
JDBHNIBC_02624	CDS	1068		4.1.2.42		D-threonine aldolase
JDBHNIBC_02625	CDS	474				hypothetical protein
JDBHNIBC_02626	CDS	1167	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
JDBHNIBC_02627	CDS	906	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
JDBHNIBC_02628	CDS	867				hypothetical protein
JDBHNIBC_02629	CDS	900				hypothetical protein
JDBHNIBC_02630	CDS	444				Lectin-like protein BA14k
JDBHNIBC_02631	CDS	1170	dhaT	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
JDBHNIBC_02632	CDS	1305	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
JDBHNIBC_02633	CDS	690				hypothetical protein
JDBHNIBC_02634	CDS	843				hypothetical protein
JDBHNIBC_02635	CDS	1374	hcaD	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
JDBHNIBC_02636	CDS	147				hypothetical protein
JDBHNIBC_02637	CDS	1104	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
JDBHNIBC_02638	CDS	369	gcvH		COG0509	Glycine cleavage system H protein
JDBHNIBC_02639	CDS	2799	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
JDBHNIBC_02640	CDS	495	lrp_6		COG1522	Leucine-responsive regulatory protein
JDBHNIBC_02641	CDS	3684	putA		COG0506	Bifunctional protein PutA
JDBHNIBC_02642	CDS	1026			COG1840	putative protein
JDBHNIBC_02643	CDS	2226				hypothetical protein
JDBHNIBC_02644	CDS	1062	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JDBHNIBC_02645	CDS	801	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
JDBHNIBC_02646	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
JDBHNIBC_02647	CDS	903	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
JDBHNIBC_02648	CDS	1824	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
JDBHNIBC_02649	CDS	1905	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
JDBHNIBC_02650	CDS	831	murR			HTH-type transcriptional regulator MurR
JDBHNIBC_02651	CDS	1005	idhA	1.1.1.18		Inositol 2-dehydrogenase
JDBHNIBC_02652	CDS	1125				hypothetical protein
JDBHNIBC_02653	CDS	906	oxyR_2			Hydrogen peroxide-inducible genes activator
JDBHNIBC_02654	CDS	555	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JDBHNIBC_02655	CDS	528	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
JDBHNIBC_02656	CDS	1281	yhjE			Inner membrane metabolite transport protein YhjE
JDBHNIBC_02657	CDS	396				hypothetical protein
JDBHNIBC_02658	CDS	1605	cueO		COG2132	Blue copper oxidase CueO
JDBHNIBC_02659	CDS	522	sodC	1.15.1.1		Superoxide dismutase [Cu-Zn]
JDBHNIBC_02660	CDS	216				hypothetical protein
JDBHNIBC_02661	CDS	1104	dadA	1.4.99.-		D-amino acid dehydrogenase
JDBHNIBC_02662	CDS	1104	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
JDBHNIBC_02663	CDS	1017	futA2			Iron uptake protein A2
JDBHNIBC_02664	CDS	1398				hypothetical protein
JDBHNIBC_02665	CDS	426				hypothetical protein
JDBHNIBC_02666	CDS	402				hypothetical protein
JDBHNIBC_02667	CDS	345	blh	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
JDBHNIBC_02668	CDS	810	fdhD		COG1526	Sulfur carrier protein FdhD
JDBHNIBC_02669	CDS	477	ribH2	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase 2
JDBHNIBC_02670	CDS	1266				putative sugar-binding periplasmic protein
JDBHNIBC_02671	CDS	882	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
JDBHNIBC_02672	CDS	882	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
JDBHNIBC_02673	CDS	1116	msmX_4	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
JDBHNIBC_02674	CDS	102				hypothetical protein
JDBHNIBC_02675	CDS	1410	hsrA			putative transport protein HsrA
JDBHNIBC_02676	CDS	723	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
JDBHNIBC_02677	CDS	1530	gppA_2	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
JDBHNIBC_02678	CDS	762	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
JDBHNIBC_02679	CDS	681	tcyB		COG0765	L-cystine transport system permease protein TcyB
JDBHNIBC_02680	CDS	774			COG0834	putative amino-acid ABC transporter-binding protein
JDBHNIBC_02681	CDS	3615				hypothetical protein
JDBHNIBC_02682	CDS	609				hypothetical protein
JDBHNIBC_02683	CDS	759	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
JDBHNIBC_02684	CDS	954	yclO		COG4605	Petrobactin import system permease protein YclO
JDBHNIBC_02685	CDS	963	yclN		COG4606	Petrobactin import system permease protein YclN
JDBHNIBC_02686	CDS	930	yclQ		COG4607	Petrobactin-binding protein YclQ
JDBHNIBC_02687	CDS	1290	ald	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
JDBHNIBC_02688	CDS	405				hypothetical protein
JDBHNIBC_02689	CDS	1656		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
JDBHNIBC_02690	CDS	762				hypothetical protein
JDBHNIBC_02691	CDS	480	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JDBHNIBC_02692	CDS	285				hypothetical protein
JDBHNIBC_02693	CDS	918				hypothetical protein
JDBHNIBC_02694	CDS	138				hypothetical protein
JDBHNIBC_02695	CDS	489				hypothetical protein
JDBHNIBC_02696	CDS	807				hypothetical protein
JDBHNIBC_02697	CDS	369	adeQ		COG2252	Adenine permease AdeQ
JDBHNIBC_02698	CDS	600				hypothetical protein
JDBHNIBC_02699	CDS	1647				hypothetical protein
JDBHNIBC_02700	CDS	1056	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
JDBHNIBC_02701	CDS	522	araQ		COG0395	L-arabinose transport system permease protein AraQ
JDBHNIBC_02702	CDS	351				hypothetical protein
JDBHNIBC_02703	CDS	756	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
JDBHNIBC_02704	CDS	1302	ugpB_2		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
JDBHNIBC_02705	CDS	1041				hypothetical protein
JDBHNIBC_02706	CDS	1800	ade	3.5.4.2	COG1001	Adenine deaminase
JDBHNIBC_02707	CDS	717	livF_7		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JDBHNIBC_02708	CDS	750	lptB_4	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JDBHNIBC_02709	CDS	150				hypothetical protein
JDBHNIBC_02710	CDS	450				hypothetical protein
JDBHNIBC_02711	CDS	870	livH_5		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JDBHNIBC_02712	CDS	1173	braC_3		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
JDBHNIBC_02713	CDS	1065	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
JDBHNIBC_02714	CDS	618	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
JDBHNIBC_02715	CDS	570	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
JDBHNIBC_02716	CDS	420				hypothetical protein
JDBHNIBC_02717	CDS	804	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
JDBHNIBC_02718	CDS	909	gbpR			HTH-type transcriptional regulator GbpR
JDBHNIBC_02719	CDS	1170	pobA	1.14.13.2		p-hydroxybenzoate hydroxylase
JDBHNIBC_02720	CDS	918	btr		COG0614	HTH-type transcriptional activator Btr
JDBHNIBC_02721	CDS	771	pcaR		COG1414	Pca regulon regulatory protein
JDBHNIBC_02722	CDS	384	pcaI	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
JDBHNIBC_02723	CDS	279				hypothetical protein
JDBHNIBC_02724	CDS	690	pcaJ	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
JDBHNIBC_02725	CDS	354	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
JDBHNIBC_02726	CDS	906	rhaS_2			HTH-type transcriptional activator RhaS
JDBHNIBC_02727	CDS	282				hypothetical protein
JDBHNIBC_02728	tRNA	75				tRNA-Asn(gtt)
JDBHNIBC_02729	CDS	708	dinG_2	3.1.-.-		3'-5' exonuclease DinG
JDBHNIBC_02730	CDS	198				hypothetical protein
JDBHNIBC_02731	CDS	189				hypothetical protein
JDBHNIBC_02732	CDS	306				hypothetical protein
JDBHNIBC_02733	CDS	378				hypothetical protein
JDBHNIBC_02734	CDS	714	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
JDBHNIBC_02735	tRNA	74				tRNA-Cys(gca)
JDBHNIBC_02736	CDS	2190				hypothetical protein
JDBHNIBC_02737	CDS	1338	dinB	2.7.7.7		DNA polymerase IV
JDBHNIBC_02738	CDS	306	rnk			Regulator of nucleoside diphosphate kinase
JDBHNIBC_02739	CDS	288				hypothetical protein
JDBHNIBC_02740	CDS	372	divK			Polar-differentiation response regulator DivK
JDBHNIBC_02741	CDS	1386	pleD			Response regulator PleD
JDBHNIBC_02742	CDS	168	rpmG		COG0267	50S ribosomal protein L33
JDBHNIBC_02743	CDS	1143	ycaD_3			putative MFS-type transporter YcaD
JDBHNIBC_02744	CDS	732				hypothetical protein
JDBHNIBC_02745	CDS	303				hypothetical protein
JDBHNIBC_02746	CDS	162				hypothetical protein
JDBHNIBC_02747	CDS	2352	rnr	3.1.13.1	COG0557	Ribonuclease R
JDBHNIBC_02748	CDS	2661	topA	5.6.2.1	COG0550	DNA topoisomerase 1
JDBHNIBC_02749	CDS	168				hypothetical protein
JDBHNIBC_02750	CDS	1182				hypothetical protein
JDBHNIBC_02751	CDS	606	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
JDBHNIBC_02752	CDS	1287	pyrC_2	3.5.2.3	COG0044	Dihydroorotase
JDBHNIBC_02753	CDS	969	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
JDBHNIBC_02754	CDS	1629	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
JDBHNIBC_02755	CDS	489	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
JDBHNIBC_02756	CDS	714				hypothetical protein
JDBHNIBC_02757	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
JDBHNIBC_02758	CDS	1482	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
JDBHNIBC_02759	CDS	174				hypothetical protein
JDBHNIBC_02760	CDS	2100	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
JDBHNIBC_02761	CDS	930	ribN_2			Riboflavin transporter
JDBHNIBC_02762	CDS	795	lipB	2.3.1.181		Octanoyltransferase
JDBHNIBC_02763	CDS	1470		2.7.13.3		Blue-light-activated histidine kinase
JDBHNIBC_02764	CDS	501				Lectin-like protein BA14k
JDBHNIBC_02765	tRNA	76				tRNA-Lys(ttt)
JDBHNIBC_02766	CDS	1413				hypothetical protein
JDBHNIBC_02767	CDS	2619	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
JDBHNIBC_02768	CDS	747	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
JDBHNIBC_02769	CDS	1365	glmU		COG1207	Bifunctional protein GlmU
JDBHNIBC_02770	CDS	1824	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JDBHNIBC_02771	CDS	2121	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
JDBHNIBC_02772	CDS	294				hypothetical protein
JDBHNIBC_02773	CDS	3513	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
JDBHNIBC_02774	CDS	420	fosX			Fosfomycin resistance protein FosX
JDBHNIBC_02775	CDS	675				hypothetical protein
JDBHNIBC_02776	CDS	1848				hypothetical protein
JDBHNIBC_02777	CDS	618				hypothetical protein
JDBHNIBC_02778	CDS	339	hspQ			Heat shock protein HspQ
JDBHNIBC_02779	CDS	1245	ubiL_2	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
JDBHNIBC_02780	CDS	813	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
JDBHNIBC_02781	CDS	717		1.3.1.103		2-haloacrylate reductase
JDBHNIBC_02782	CDS	183	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
JDBHNIBC_02783	CDS	1563	mglA_3	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JDBHNIBC_02784	CDS	999				hypothetical protein
JDBHNIBC_02785	CDS	921				hypothetical protein
JDBHNIBC_02786	CDS	1068				Purine-binding protein
JDBHNIBC_02787	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JDBHNIBC_02788	CDS	486	bfr	1.16.3.1	COG2193	Bacterioferritin
JDBHNIBC_02789	CDS	312				hypothetical protein
JDBHNIBC_02790	CDS	315	isdG	1.14.14.18		Heme oxygenase (staphylobilin-producing)
JDBHNIBC_02791	CDS	462	nsrR		COG1959	HTH-type transcriptional repressor NsrR
JDBHNIBC_02792	CDS	453				hypothetical protein
JDBHNIBC_02793	tRNA	90				tRNA-Ser(tga)
JDBHNIBC_02794	CDS	408				hypothetical protein
JDBHNIBC_02795	CDS	363			COG3039	IS5 family transposase ISRhru5
JDBHNIBC_02796	CDS	468				hypothetical protein
JDBHNIBC_02797	CDS	387				hypothetical protein
JDBHNIBC_02798	CDS	1119				hypothetical protein
JDBHNIBC_02799	CDS	285				hypothetical protein
JDBHNIBC_02800	CDS	606				hypothetical protein
JDBHNIBC_02801	CDS	2025				hypothetical protein
JDBHNIBC_02802	CDS	369			COG3039	IS5 family transposase IS711
JDBHNIBC_02803	CDS	1182				hypothetical protein
JDBHNIBC_02804	CDS	327				hypothetical protein
JDBHNIBC_02805	CDS	498				hypothetical protein
JDBHNIBC_02806	CDS	732				hypothetical protein
JDBHNIBC_02807	CDS	243				hypothetical protein
JDBHNIBC_02808	CDS	546				hypothetical protein
JDBHNIBC_02809	CDS	1425	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JDBHNIBC_02810	CDS	1227				hypothetical protein
JDBHNIBC_02811	CDS	597				hypothetical protein
JDBHNIBC_02812	CDS	987	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JDBHNIBC_02813	CDS	597	strE_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JDBHNIBC_02814	CDS	348				hypothetical protein
JDBHNIBC_02815	CDS	1578	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
JDBHNIBC_02816	CDS	1578	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
JDBHNIBC_02817	CDS	924	oppB		COG0601	Oligopeptide transport system permease protein OppB
JDBHNIBC_02818	CDS	1134				hypothetical protein
JDBHNIBC_02819	CDS	1611	yejF_2		COG4172	putative ABC transporter ATP-binding protein YejF
JDBHNIBC_02820	CDS	639	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
JDBHNIBC_02821	CDS	1311	naiP			Putative niacin/nicotinamide transporter NaiP
JDBHNIBC_02822	CDS	1023		3.4.11.25		Beta-peptidyl aminopeptidase BapA
JDBHNIBC_02823	CDS	2466				hypothetical protein
JDBHNIBC_02824	CDS	180				hypothetical protein
JDBHNIBC_02825	CDS	762				hypothetical protein
JDBHNIBC_02826	CDS	330	lpdV_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
JDBHNIBC_02827	CDS	927	lpdV_2	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
